Month,ZipCode,ZipName,Property Type,Footnote,Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Active Listing Count ,Active Listing Count M/M,Active Listing Count Y/Y,Days on Market ,Days on Market M/M,Days on Market Y/Y,New Listing Count ,New Listing Count M/M,New Listing Count Y/Y,Price Increase Count ,Price Increase Count M/M,Price Increase Count Y/Y,Price Decrease Count ,Price Decrease Count M/M,Price Decrease Count Y/Y,Pending Listing Count ,Pending Listing Count M/M,Pending Listing Count Y/Y,Avg Listing Price,Avg Listing Price M/M,Avg Listing Price Y/Y,Total Listing Count,Total Listing Count M/M,Total Listing Count Y/Y,Pending Ratio,Pending Ratio M/M,Pending Ratio Y/Y
201803,29627,"Belton, SC",Single Family Home,*,191450,-0.0241,0.2412,52.5,0.0396,,51.25,0.3312,-0.1564,16,-0.2727,-0.2,0,,-1,10,0.25,0,15.5,2.875,2.875,223067,-0.0055,0.1601,68,0.2477,-0.1169,0.2952,0.216,0.2404
201803,29630,"Central, SC",Single Family Home,*,229000,-0.0699,0.1744,40,0.1429,,84.75,0.2602,,16,1,-0.1111,0,,,4,-0.3333,-0.5,12,11,7,426238,0.2192,0.5668,52,0.4444,0.3684,0.3,0.2714,0.2589
201803,29631,"Clemson, SC",Single Family Home,*,339050,-0.0867,,24,0.2,,45.5,-0.5845,-0.2863,16,1,0.3333,0,,,4,,-0.7143,7,,,421331,0.0909,0.2824,31,0.55,-0.2619,0.2917,0.2917,0.2917
201803,29635,"Cleveland, SC",Single Family Home,*,333525,-0.0789,-0.0105,27,0.4595,-0.2059,37.75,-0.7779,,8,1,0,0,,,6,-0.25,0,1.5,2,-0.25,412504,-0.1736,-0.0633,28.5,0.5,-0.2083,0.0556,0.0285,-0.0033
201803,29640,"Easley, SC",Single Family Home,,185250,0.1299,0.0929,142,0.0253,-0.0658,43.25,-0.3569,-0.3472,78,0.7727,1.1667,0,,-1,10,-0.5455,-0.4444,33.5,1.4815,2.0455,228738,0.0557,0.0137,175.5,0.1546,0.0767,0.2359,0.1384,0.1635
201803,29642,"Easley, SC",Single Family Home,*,288488.5,0.0238,0.1473,205,-0.0848,-0.0596,60.5,-0.0082,,80,0.5385,-0.1489,8,-0.4286,1,28,-0.3913,-0.0667,47.5,1.5676,0.5079,319142,0.0416,0.169,252.5,0.0412,0.012,0.2317,0.1491,0.0872
201803,29643,"Fair Play, SC",Single Family Home,*,339050,-0.3384,0.2602,70,0.3861,,93.5,-0.0922,-0.0556,22,1.75,0.5714,0,,,4,1,-0.3333,5,1.5,4,411747,-0.1526,0.2215,75,0.4286,0.2,0.0714,0.0318,0.0552
201803,29644,"Fountain Inn, SC",Single Family Home,*,223045,-0.0045,-0.0411,106,0.2848,0.0291,37.75,-0.3136,,52,0.8571,1,2,-0.5,-0.5,18,0.5,0,10,0.6667,0.4286,264895,0.0173,-0.0779,116,0.3107,0.0545,0.0943,0.0216,0.0264
201803,29646,"Greenwood, SC",Single Family Home,*,89950,-0.1999,0,37.5,-0.0625,-0.5,67.5,-0.2521,,18,0.8,-0.3571,0,,,4,-0.6,-0.6667,0,,,186237,-0.0522,-0.0086,37.5,-0.0625,-0.5,0,0,0
201803,29649,"Greenwood, SC",Single Family Home,,198725,0.0487,0.2502,95.5,0.0914,-0.308,80.5,-0.2648,-0.1701,40,0.6667,0,0,,,18,-0.1818,-0.1,1,0,,256261,0.1112,0.1595,96.5,0.0904,-0.3007,0.0105,-0.001,0.0105
201803,29650,"Greer, SC",Single Family Home,*,278545,-0.0226,,189.5,0.105,-0.0207,45,-0.2174,-0.0909,66,0.0313,-0.1081,28,13,,34,0.3077,0.5455,26.5,0.4722,0.0392,344251,-0.0001,-0.0392,216,0.1398,-0.0137,0.1398,0.0349,0.0081
201803,29651,"Greer, SC",Single Family Home,*,250672.5,-0.0012,-0.0049,333.5,-0.0552,-0.1059,69.5,-0.0608,,92,-0.0213,0.0222,12,-0.4,0.2,42,-0.1923,-0.0455,54.5,0.3797,0.5139,286279,-0.0031,-0.0959,388,-0.0115,-0.0513,0.1634,0.0515,0.0669
201803,29654,"Honea Path, SC",Single Family Home,*,89950,-0.0722,-0.1001,34,0.1525,,70.25,-0.3555,-0.1855,8,0.3333,0,0,,,8,3,3,9.5,,5.3333,163778,-0.0109,0.2032,43.5,0.4746,-0.2627,0.2794,0.2794,0.2533
201803,29655,"Iva, SC",Single Family Home,*,207800,0.1709,,22,0.2571,,136.75,0.281,0.1278,4,-0.3333,0,0,,,0,,-1,8.5,,16,201385,-0.0053,0.2981,30.5,0.7429,0.1091,0.3864,0.3864,0.3678
201803,29657,"Liberty, SC",Single Family Home,*,164950,0.0327,0.0908,52.5,-0.1102,,98,0.654,,20,-0.0909,-0.1667,0,,,10,-0.1667,0,15.5,4.1667,2.875,213655,-0.0285,-0.1521,68,0.0968,-0.2229,0.2952,0.2444,0.2473
201803,29661,"Marietta, SC",Single Family Home,,225050,0,-0.2951,26,-0.0189,-0.0714,150.75,0.2748,0.2748,6,2,2,0,,,2,-0.5,,1.5,0,,483085,0.0797,-0.0846,27.5,-0.0179,-0.0179,0.0577,0.0011,0.0577
201803,29662,"Mauldin, SC",Single Family Home,,195175,0.0189,0.1207,32,0.0492,0.0159,31.5,0.0862,-0.0233,16,-0.2,0.6,2,,,6,0.5,0.5,9,1.5714,0.8,185601,0.0241,0.0165,41,0.2059,0.1233,0.2813,0.1665,0.1225
201803,29664,"Mountain Rest, SC",Single Family Home,*,219300,-0.062,0.4615,17.5,0.0294,,130.5,0.2254,,0,-1,-1,0,,,2,,,1,,,252458,-0.0589,0.344,18.5,0.0882,0.0278,0.0571,0.0571,0.0571
201803,29666,"Ninety Six, SC",Single Family Home,*,381925,-0.0032,0.1418,27.5,0.0784,,155.5,-0.119,0.2125,8,1,0,0,,,0,-1,-1,1,,,419027,0.0015,0.0086,28.5,0.1176,-0.3372,0.0364,0.0364,0.0364
201803,29669,"Pelzer, SC",Single Family Home,,202450,-0.0743,0.2723,53.5,0.07,0.1889,80.5,0.2385,-0.237,18,1.25,2,0,,,4,-0.6,1,9,0.8,0.8,291302,-0.0257,0.454,62.5,0.1364,0.25,0.1682,0.0682,0.0571
201803,29670,"Pendleton, SC",Single Family Home,*,199950,0,0.126,44,-0.0737,,79.25,-0.1291,,14,0.4,0.1667,4,1,,4,0,1,17,3.8571,5.8,302765,0.1679,-0.0179,61,0.1961,0.0339,0.3864,0.3127,0.3421
201803,29671,"Pickens, SC",Single Family Home,*,192450,-0.0052,,99,-0.1041,-0.0294,64.5,-0.1284,-0.3027,26,-0.1333,-0.1333,0,-1,,20,0.25,-0.0909,24.5,3.4545,1.45,264640,-0.0265,-0.1048,123.5,0.0647,0.1027,0.2475,0.1977,0.1494
201803,29672,"Seneca, SC",Single Family Home,*,502299.75,0.099,-0.0612,101,-0.0561,,73.75,0.18,-0.1713,26,0.3,-0.3158,0,,,16,0.6,0.6,20,9,12.3333,607852,0.0733,-0.0171,121,0.1101,-0.0936,0.198,0.1793,0.1867
201803,29673,"Piedmont, SC",Single Family Home,*,247086,0.0694,,167,0.0277,0.2234,71.5,-0.0403,,58,0.1154,0.3182,6,-0.25,,20,0,0,34,-0.0286,0.7,380522,0.3251,0.4525,201,0.0177,0.2843,0.2036,-0.0118,0.0571
201803,29676,"Salem, SC",Single Family Home,*,448050,0.0362,,114,-0.0087,,137.75,-0.0597,,24,-0.2,-0.0769,0,,,16,1,-0.6,11.5,22,2.8333,826882,0.0221,0.2631,125.5,0.0866,-0.2618,0.1009,0.0965,0.0829
201803,29678,"Seneca, SC",Single Family Home,*,184274.75,0.1083,,145,0.4356,,68.75,-0.2361,0.0338,42,0.9091,0,2,,0,14,0.4,-0.2222,26,4.7778,3.3333,274506,0.1408,0.3206,171,0.6209,0.0491,0.1793,0.1348,0.1411
201803,29680,"Simpsonville, SC",Single Family Home,,250424.5,-0.0216,0.0047,222.5,0.0854,-0.2445,40.25,-0.4081,-0.2813,104,0.7931,0.4054,14,,-0.4615,38,0.9,-0.4063,37.5,0.2097,-0.1935,264459,-0.022,0.0124,260,0.1017,-0.2375,0.1685,0.0173,0.0106
201803,29681,"Simpsonville, SC",Single Family Home,,307951,0.0193,0.08,427.5,0.0595,-0.1329,47,-0.2741,0.033,174,0.4032,0.1154,16,-0.4667,-0.7143,102,0.7,0.8214,75,0.2,0.0791,335935,0.0138,-0.0047,502.5,0.0783,-0.1067,0.1754,0.0205,0.0345
201803,29682,"Six Mile, SC",Single Family Home,*,395925,0.0087,,40.5,0.0125,,66.5,-0.3037,,4,-0.7143,-0.6,0,,,0,-1,-1,9.5,,8.5,598332,0.0495,-0.0741,50,0.25,-0.2126,0.2346,0.2346,0.2186
201803,29685,"Sunset, SC",Single Family Home,*,902500,-0.0493,,92,-0.0707,,166.25,-0.0581,,8,-0.2,-0.6364,0,,,6,2,0,4.5,8,,1065864,-0.0308,0.0281,96.5,-0.0302,-0.1422,0.0489,0.0439,0.0489
201803,29687,"Taylors, SC",Single Family Home,*,266717.5,-0.012,,180.5,0.0841,,39.75,-0.2902,,82,0.2424,0.5185,0,-1,,44,0.6923,1,22.5,0.7308,0.4516,313940,-0.0152,0.0941,203,0.1309,0.1469,0.1247,0.0466,0.0287
201803,29689,"Townville, SC",Single Family Home,*,274500,-0.0852,,68.5,-0.0072,,118.5,-0.2594,,14,0.1667,0.75,0,,,10,-0.1667,0,8,7,15,420833,-0.129,0.0168,76.5,0.0929,0.6277,0.1168,0.1023,0.106
